NO_CURSO,Rede,Grau,NO_REGIAO_IES,QT_ING_TOTAL,QT_DESV_TOTAL,ano
Engenharia Biomédica,Privada,Bacharelado,Sudeste,11,11,2023
Engenharia Biomédica,Privada,Bacharelado,Sul,463,139,2023
Engenharia Civil,Privada,Bacharelado,Centro-Oeste,743,352,2023
Engenharia Civil,Privada,Bacharelado,Nordeste,1219,503,2023
Engenharia Civil,Privada,Bacharelado,Norte,102,60,2023
Engenharia Civil,Privada,Bacharelado,Sudeste,16121,6558,2023
Engenharia Civil,Privada,Bacharelado,Sul,13765,7468,2023
Engenharia Civil,Pública,Bacharelado,Sul,30,19,2023
Engenharia Da Computação,Privada,Bacharelado,Sudeste,217,55,2023
Engenharia De Alimentos,Privada,Bacharelado,Nordeste,2,1,2023
Engenharia De Alimentos,Privada,Bacharelado,Sudeste,164,94,2023
Engenharia De Alimentos,Privada,Bacharelado,Sul,214,0,2023
Engenharia De Aplicação,Privada,Bacharelado,Sul,8,5,2023
Engenharia De Computação,Privada,Bacharelado,Centro-Oeste,95,50,2023
Engenharia De Computação,Privada,Bacharelado,Nordeste,81,36,2023
Engenharia De Computação,Privada,Bacharelado,Sudeste,2400,1159,2023
Engenharia De Computação,Privada,Bacharelado,Sul,3489,1474,2023
Engenharia De Computação,Pública,Bacharelado,Sudeste,4305,2273,2023
Engenharia De Controle E Automação,Privada,Bacharelado,Centro-Oeste,116,63,2023
Engenharia De Controle E Automação,Privada,Bacharelado,Nordeste,63,43,2023
Engenharia De Controle E Automação,Privada,Bacharelado,Sudeste,1085,409,2023
Engenharia De Controle E Automação,Privada,Bacharelado,Sul,1222,336,2023
Engenharia De Dados,Privada,Bacharelado,Sul,23,4,2023
Engenharia De Design Digital,Privada,Bacharelado,Sul,85,11,2023
Engenharia De Manutenção E Diagnóstico Industrial,Privada,Bacharelado,Sul,117,19,2023
Engenharia De Minas,Privada,Bacharelado,Centro-Oeste,271,120,2023
Engenharia De Produção,Privada,Bacharelado,Centro-Oeste,490,221,2023
Engenharia De Produção,Privada,Bacharelado,Nordeste,592,242,2023
Engenharia De Produção,Privada,Bacharelado,Norte,36,28,2023
Engenharia De Produção,Privada,Bacharelado,Sudeste,12746,5345,2023
Engenharia De Produção,Privada,Bacharelado,Sul,13252,6393,2023
Engenharia De Produção,Pública,Bacharelado,Sudeste,3101,1485,2023
Engenharia De Sistemas,Privada,Bacharelado,Sul,10,5,2023
Engenharia De Software,Privada,Bacharelado,Centro-Oeste,1169,491,2023
Engenharia De Software,Privada,Bacharelado,Nordeste,949,77,2023
Engenharia De Software,Privada,Bacharelado,Sudeste,8243,2372,2023
Engenharia De Software,Privada,Bacharelado,Sul,15603,7247,2023
Engenharia Eletrônica,Privada,Bacharelado,Sul,28,0,2023
Engenharia Elétrica,Privada,Bacharelado,Centro-Oeste,529,259,2023
Engenharia Elétrica,Privada,Bacharelado,Nordeste,1044,396,2023
Engenharia Elétrica,Privada,Bacharelado,Norte,75,37,2023
Engenharia Elétrica,Privada,Bacharelado,Sudeste,8864,3737,2023
Engenharia Elétrica,Privada,Bacharelado,Sul,11699,5410,2023
Engenharia Industrial Mecânica,Privada,Bacharelado,Sudeste,87,8,2023
Engenharia Mecatrônica,Privada,Bacharelado,Nordeste,3,2,2023
Engenharia Mecatrônica,Privada,Bacharelado,Sudeste,621,243,2023
Engenharia Mecatrônica,Privada,Bacharelado,Sul,609,410,2023
Engenharia Mecânica,Privada,Bacharelado,Centro-Oeste,573,305,2023
Engenharia Mecânica,Privada,Bacharelado,Nordeste,593,215,2023
Engenharia Mecânica,Privada,Bacharelado,Norte,45,30,2023
Engenharia Mecânica,Privada,Bacharelado,Sudeste,8869,3165,2023
Engenharia Mecânica,Privada,Bacharelado,Sul,11065,5965,2023
Engenharia Mecânica Automotiva,Privada,Bacharelado,Sul,9,2,2023
Engenharia Química,Privada,Bacharelado,Centro-Oeste,31,22,2023
Engenharia Química,Privada,Bacharelado,Nordeste,2,1,2023
Engenharia Química,Privada,Bacharelado,Sudeste,483,169,2023
Engenharia Química,Privada,Bacharelado,Sul,63,19,2023
Ensino Religioso,Privada,Licenciatura,Sudeste,51,10,2023
Escrita Criativa,Privada,Tecnólogo,Nordeste,10,7,2023
Escrita Criativa,Privada,Tecnólogo,Sul,2,0,2023
Estatística,Privada,Bacharelado,Nordeste,21,7,2023
Estatística,Privada,Bacharelado,Sudeste,348,154,2023
Estatística,Privada,Bacharelado,Sul,39,15,2023
Estética E Cosmetologia,Privada,Tecnólogo,Sudeste,2,2,2023
Estética E Cosmética,Privada,Bacharelado,Sudeste,27,7,2023
Estética E Cosmética,Privada,Tecnólogo,Centro-Oeste,492,229,2023
Estética E Cosmética,Privada,Tecnólogo,Nordeste,2044,895,2023
Estética E Cosmética,Privada,Tecnólogo,Norte,216,57,2023
Estética E Cosmética,Privada,Tecnólogo,Sudeste,11468,5764,2023
Estética E Cosmética,Privada,Tecnólogo,Sul,15006,8720,2023
Estética E Imagem Pessoal,Privada,Tecnólogo,Sul,882,444,2023
Eventos,Privada,Tecnólogo,Centro-Oeste,126,67,2023
Eventos,Privada,Tecnólogo,Nordeste,14,3,2023
Eventos,Privada,Tecnólogo,Sudeste,935,470,2023
Eventos,Privada,Tecnólogo,Sul,1050,505,2023
Experiência Do Usuário E Modelagem De Projetos Inovadores,Privada,Tecnólogo,Nordeste,63,21,2023
Experiência Do Usuário E Modelagem De Projetos Inovadores,Privada,Tecnólogo,Sudeste,6,2,2023
Fabricação Mecânica,Privada,Tecnólogo,Sudeste,40,0,2023
Farmácia,Privada,Bacharelado,Centro-Oeste,3595,418,2023
Farmácia,Privada,Bacharelado,Nordeste,3924,998,2023
Farmácia,Privada,Bacharelado,Norte,574,175,2023
Farmácia,Privada,Bacharelado,Sudeste,19044,6928,2023
Farmácia,Privada,Bacharelado,Sul,29072,15606,2023
Filmmaker,Privada,Tecnólogo,Nordeste,113,60,2023
Filmmaker,Privada,Tecnólogo,Norte,16,11,2023
Filmmaker,Privada,Tecnólogo,Sudeste,11,8,2023
Filosofia,Privada,Bacharelado,Centro-Oeste,51,15,2023
Filosofia,Privada,Bacharelado,Nordeste,3,3,2023
Filosofia,Privada,Bacharelado,Norte,6,2,2023
Filosofia,Privada,Bacharelado,Sudeste,587,250,2023
Filosofia,Privada,Bacharelado,Sul,1209,632,2023
Filosofia,Privada,Licenciatura,Centro-Oeste,182,84,2023
Filosofia,Privada,Licenciatura,Nordeste,65,37,2023
Filosofia,Privada,Licenciatura,Sudeste,2413,1181,2023
Filosofia,Privada,Licenciatura,Sul,3876,1506,2023
Filosofia,Pública,Licenciatura,Nordeste,557,19,2023
Filosofia,Pública,Licenciatura,Norte,28,0,2023
Filosofia,Pública,Licenciatura,Sul,128,2,2023
Fisioterapia,Privada,Bacharelado,Centro-Oeste,4545,2183,2023
Fisioterapia,Privada,Bacharelado,Nordeste,2735,483,2023
Fisioterapia,Privada,Bacharelado,Norte,200,78,2023
Fisioterapia,Privada,Bacharelado,Sudeste,14334,5891,2023
Fisioterapia,Privada,Bacharelado,Sul,21454,11397,2023
Fonoaudiologia,Privada,Bacharelado,Centro-Oeste,133,29,2023
Fonoaudiologia,Privada,Bacharelado,Nordeste,87,12,2023
Fonoaudiologia,Privada,Bacharelado,Sudeste,1620,346,2023
Fonoaudiologia,Privada,Bacharelado,Sul,2127,563,2023
Formação De Docentes Para A Educação Básica,Privada,Licenciatura,Sul,837,432,2023
Formação Para Youtuber,Privada,Tecnólogo,Sudeste,41,27,2023
Formação Pedagógica De Docentes Para A Educação Profissional De Nível Médio,Pública,Licenciatura,Sudeste,52,44,2023
Formação Pedagógica Para Graduados Não Licenciados,Privada,Licenciatura,Sul,387,0,2023
Fotografia,Privada,Tecnólogo,Centro-Oeste,251,141,2023
Fotografia,Privada,Tecnólogo,Nordeste,8,2,2023
Fotografia,Privada,Tecnólogo,Sudeste,1177,575,2023
Fotografia,Privada,Tecnólogo,Sul,2186,896,2023
Fotografia E Narrativas Visuais,Privada,Tecnólogo,Sudeste,2,0,2023
Futebol,Privada,Tecnólogo,Sudeste,48,2,2023
Física,Privada,Bacharelado,Nordeste,4,0,2023
Física,Privada,Bacharelado,Sudeste,388,194,2023
Física,Privada,Bacharelado,Sul,556,208,2023
Física,Privada,Licenciatura,Centro-Oeste,20,2,2023
Física,Privada,Licenciatura,Nordeste,11,4,2023
Física,Privada,Licenciatura,Sudeste,989,368,2023
Física,Privada,Licenciatura,Sul,2157,762,2023
Física,Pública,Licenciatura,Nordeste,683,112,2023
Física,Pública,Licenciatura,Norte,187,6,2023
Física,Pública,Licenciatura,Sudeste,244,86,2023
Física,Pública,Licenciatura,Sul,25,0,2023
Game Design,Privada,Tecnólogo,Nordeste,51,14,2023
Game Design,Privada,Tecnólogo,Norte,12,4,2023
Game Design,Privada,Tecnólogo,Sudeste,4,1,2023
Gastronomia,Privada,Tecnólogo,Centro-Oeste,532,325,2023
Gastronomia,Privada,Tecnólogo,Nordeste,444,186,2023
Gastronomia,Privada,Tecnólogo,Norte,69,43,2023
Gastronomia,Privada,Tecnólogo,Sudeste,3648,1786,2023
Gastronomia,Privada,Tecnólogo,Sul,11924,6797,2023
Geografia,Privada,Bacharelado,Centro-Oeste,16,1,2023
Geografia,Privada,Bacharelado,Nordeste,3,1,2023
Geografia,Privada,Bacharelado,Sudeste,525,152,2023
Geografia,Privada,Bacharelado,Sul,297,90,2023
Geografia,Privada,Licenciatura,Centro-Oeste,228,123,2023
Geografia,Privada,Licenciatura,Nordeste,85,13,2023
Geografia,Privada,Licenciatura,Sudeste,3447,1611,2023
Geografia,Privada,Licenciatura,Sul,6344,2586,2023
Geografia,Pública,Licenciatura,Centro-Oeste,339,9,2023
Geografia,Pública,Licenciatura,Nordeste,676,189,2023
Geografia,Pública,Licenciatura,Norte,383,115,2023
Geografia,Pública,Licenciatura,Sudeste,177,44,2023
Geografia,Pública,Licenciatura,Sul,276,13,2023
Geografia - Programa Segunda Licenciatura,Pública,Licenciatura,Sudeste,1,1,2023
Geoprocessamento,Privada,Tecnólogo,Sudeste,9,0,2023
Geoprocessamento,Privada,Tecnólogo,Sul,251,77,2023
Gerontologia,Privada,Bacharelado,Sudeste,17,10,2023
Gerontologia,Privada,Bacharelado,Sul,296,109,2023
Gerontologia,Privada,Tecnólogo,Centro-Oeste,250,130,2023
Gerontologia,Privada,Tecnólogo,Sudeste,417,160,2023
Gerontologia,Privada,Tecnólogo,Sul,2863,1303,2023
Gerontologia - Bem-Estar E Educação,Privada,Tecnólogo,Centro-Oeste,14,2,2023
Gerontologia - Bem-Estar E Educação,Privada,Tecnólogo,Sudeste,418,197,2023
Gerontologia - Bem-Estar E Educação,Privada,Tecnólogo,Sul,113,36,2023
Gerontologia - Cuidado Ao Idoso,Privada,Tecnólogo,Sul,732,263,2023
Gerontologia E Bem Estar,Privada,Tecnólogo,Nordeste,6,6,2023
Gestão Ambiental,Privada,Tecnólogo,Centro-Oeste,493,206,2023
Gestão Ambiental,Privada,Tecnólogo,Nordeste,566,235,2023
Gestão Ambiental,Privada,Tecnólogo,Norte,97,28,2023
Gestão Ambiental,Privada,Tecnólogo,Sudeste,5625,2206,2023
Gestão Ambiental,Privada,Tecnólogo,Sul,8473,3609,2023
Gestão Ambiental,Pública,Tecnólogo,Nordeste,295,138,2023
Gestão Ambiental,Pública,Tecnólogo,Norte,555,17,2023
Gestão Ambiental,Pública,Tecnólogo,Sudeste,9,0,2023
Gestão Ambiental E Sustentabilidade,Pública,Bacharelado,Sudeste,94,28,2023
Gestão Comercial,Privada,Tecnólogo,Centro-Oeste,2324,1221,2023
Gestão Comercial,Privada,Tecnólogo,Nordeste,2321,1033,2023
Gestão Comercial,Privada,Tecnólogo,Norte,73,3,2023
Gestão Comercial,Privada,Tecnólogo,Sudeste,19628,9613,2023
Gestão Comercial,Privada,Tecnólogo,Sul,25793,14105,2023
Gestão Comercial,Pública,Tecnólogo,Centro-Oeste,210,16,2023
Gestão Comercial,Pública,Tecnólogo,Nordeste,436,14,2023
Gestão Comercial,Pública,Tecnólogo,Norte,166,79,2023
Gestão Comercial,Pública,Tecnólogo,Sudeste,30,9,2023
Gestão Da Comunicação Organizacional,Privada,Tecnólogo,Sul,211,84,2023
Gestão Da Inovação,Privada,Tecnólogo,Centro-Oeste,41,14,2023
Gestão Da Inovação,Privada,Tecnólogo,Sudeste,47,14,2023
Gestão Da Inovação,Privada,Tecnólogo,Sul,290,91,2023
Gestão Da Inovação E Empreendedorismo Digital,Privada,Tecnólogo,Nordeste,13,6,2023
Gestão Da Inovação E Empreendedorismo Digital,Privada,Tecnólogo,Sudeste,313,167,2023
Gestão Da Inovação E Empreendedorismo Digital,Privada,Tecnólogo,Sul,65,22,2023
Gestão Da Produção,Privada,Tecnólogo,Sudeste,102,26,2023
Gestão Da Produção Industrial,Privada,Tecnólogo,Centro-Oeste,120,38,2023
Gestão Da Produção Industrial,Privada,Tecnólogo,Nordeste,50,23,2023
Gestão Da Produção Industrial,Privada,Tecnólogo,Sudeste,3979,1355,2023
Gestão Da Produção Industrial,Privada,Tecnólogo,Sul,8077,3838,2023
Gestão Da Produção Industrial,Pública,Tecnólogo,Sul,8,0,2023
Gestão Da Qualidade,Privada,Tecnólogo,Centro-Oeste,721,280,2023
Gestão Da Qualidade,Privada,Tecnólogo,Nordeste,718,232,2023
Gestão Da Qualidade,Privada,Tecnólogo,Norte,103,14,2023
Gestão Da Qualidade,Privada,Tecnólogo,Sudeste,7330,2840,2023
Gestão Da Qualidade,Privada,Tecnólogo,Sul,13207,6207,2023
Gestão Da Saúde Pública,Privada,Tecnólogo,Nordeste,6,4,2023
Gestão Da Saúde Pública,Privada,Tecnólogo,Sudeste,170,73,2023
Gestão Da Saúde Pública,Privada,Tecnólogo,Sul,15,3,2023
Gestão Da Segurança E Defesa Cibernética,Privada,Tecnólogo,Sul,554,203,2023
Gestão Da Tecnologia Da Informação,Privada,Tecnólogo,Centro-Oeste,1184,578,2023
Gestão Da Tecnologia Da Informação,Privada,Tecnólogo,Nordeste,992,329,2023
Gestão Da Tecnologia Da Informação,Privada,Tecnólogo,Norte,66,1,2023
Gestão Da Tecnologia Da Informação,Privada,Tecnólogo,Sudeste,15164,6670,2023
Gestão Da Tecnologia Da Informação,Privada,Tecnólogo,Sul,16034,7816,2023
Gestão Da Tecnologia Educacional,Privada,Tecnólogo,Sul,67,11,2023
Gestão Das Organizações Do Terceiro Setor,Privada,Tecnólogo,Sudeste,45,17,2023
Gestão Das Organizações Do Terceiro Setor,Privada,Tecnólogo,Sul,273,117,2023
Gestão Das Relações Eletrônicas,Privada,Tecnólogo,Sul,36,1,2023
Gestão De Agronegócios,Privada,Tecnólogo,Centro-Oeste,11,1,2023
Gestão De Agronegócios,Privada,Tecnólogo,Sudeste,41,7,2023
Gestão De Agronegócios,Privada,Tecnólogo,Sul,37,21,2023
Gestão De Atividade Policial,Privada,Tecnólogo,Sul,102,12,2023
Gestão De Call Center,Privada,Tecnólogo,Sudeste,3,1,2023
Gestão De Cidades Inteligentes E Sustentáveis,Privada,Tecnólogo,Sul,77,15,2023
Gestão De Clínicas E Consultórios,Privada,Tecnólogo,Sul,121,22,2023
Gestão De Compliance E Políticas Corporativas,Privada,Tecnólogo,Sul,29,24,2023
Gestão De Cooperativas,Privada,Tecnólogo,Centro-Oeste,61,27,2023
Gestão De Cooperativas,Privada,Tecnólogo,Sudeste,201,84,2023
Gestão De Cooperativas,Privada,Tecnólogo,Sul,1231,525,2023
Gestão De Cooperativas,Pública,Tecnólogo,Centro-Oeste,100,0,2023
Gestão De Dados,Pública,Tecnólogo,Nordeste,116,7,2023
Gestão De E-Commerce,Privada,Tecnólogo,Centro-Oeste,5,0,2023
Gestão De E-Commerce,Privada,Tecnólogo,Sudeste,218,40,2023
Gestão De E-Commerce,Privada,Tecnólogo,Sul,412,165,2023
Gestão De Esporte E Alto Rendimento,Privada,Tecnólogo,Sul,213,116,2023
Gestão De Farmácia,Privada,Tecnólogo,Sul,2041,740,2023
Gestão De Inventário Extrajudicial,Privada,Tecnólogo,Sul,63,3,2023
Gestão De Investimentos,Privada,Tecnólogo,Sul,68,18,2023
Gestão De Investimentos E Mercado Financeiro,Privada,Tecnólogo,Sul,1369,337,2023
Gestão De Lojas E Pontos De Vendas,Privada,Tecnólogo,Sul,294,159,2023
Gestão De Marketing,Privada,Tecnólogo,Centro-Oeste,1,1,2023
Gestão De Marketing Digital,Privada,Tecnólogo,Sul,6,3,2023
Gestão De Marketing Em Mídias Digitais,Privada,Tecnólogo,Sudeste,12,1,2023
Gestão De Marketing Em Mídias Digitais,Privada,Tecnólogo,Sul,496,264,2023
Gestão De Micro E Pequenas Empresas,Privada,Tecnólogo,Sul,3,1,2023
Gestão De Mídias Digitais,Privada,Tecnólogo,Centro-Oeste,13,0,2023
Gestão De Mídias Digitais,Privada,Tecnólogo,Sudeste,248,71,2023
Gestão De Mídias Digitais,Privada,Tecnólogo,Sul,85,16,2023
Gestão De Mídias Sociais,Privada,Tecnólogo,Centro-Oeste,17,3,2023
Gestão De Mídias Sociais,Privada,Tecnólogo,Sudeste,490,140,2023
Gestão De Mídias Sociais,Privada,Tecnólogo,Sul,520,136,2023
Gestão De Negócios,Privada,Tecnólogo,Sul,1341,61,2023
Gestão De Negócios Digitais,Privada,Tecnólogo,Nordeste,10,4,2023
Gestão De Negócios Digitais,Privada,Tecnólogo,Sudeste,265,105,2023
Gestão De Negócios Digitais,Privada,Tecnólogo,Sul,38,21,2023
Gestão De Negócios Digitais E E-Commerce,Privada,Tecnólogo,Sudeste,6,0,2023
Gestão De Negócios E Inovação,Privada,Tecnólogo,Centro-Oeste,21,17,2023
Gestão De Negócios E Inovação,Privada,Tecnólogo,Sudeste,102,27,2023
Gestão De Negócios E Inovação,Privada,Tecnólogo,Sul,1,1,2023
Gestão De Partidos Políticos,Privada,Tecnólogo,Sul,83,19,2023
Gestão De Pessoas E Equipes,Privada,Tecnólogo,Centro-Oeste,62,4,2023
Gestão De Processos Educacionais,Privada,Tecnólogo,Sul,174,29,2023
Gestão De Produto,Privada,Tecnólogo,Centro-Oeste,53,25,2023
Gestão De Produto,Privada,Tecnólogo,Sudeste,62,18,2023
Gestão De Produto,Privada,Tecnólogo,Sul,218,103,2023
Gestão De Produção Industrial,Privada,Tecnólogo,Centro-Oeste,455,219,2023
Gestão De Produção Industrial,Privada,Tecnólogo,Sudeste,402,152,2023
Gestão De Produção Industrial,Privada,Tecnólogo,Sul,2625,1181,2023
Gestão De Qualidade Na Saúde,Privada,Tecnólogo,Sudeste,9,0,2023
Gestão De Recursos Humanos,Privada,Tecnólogo,Centro-Oeste,4799,2379,2023
Gestão De Recursos Humanos,Privada,Tecnólogo,Nordeste,5607,1730,2023
Gestão De Recursos Humanos,Privada,Tecnólogo,Norte,289,110,2023
Gestão De Recursos Humanos,Privada,Tecnólogo,Sudeste,50263,22705,2023
Gestão De Recursos Humanos,Privada,Tecnólogo,Sul,62405,35186,2023
Gestão De Recursos Humanos,Pública,Tecnólogo,Centro-Oeste,377,16,2023
Gestão De Recursos Humanos,Pública,Tecnólogo,Sudeste,111,45,2023
Gestão De Recursos Humanos,Pública,Tecnólogo,Sul,7,4,2023
Gestão De Redes Sociais,Privada,Tecnólogo,Centro-Oeste,1,0,2023
Gestão De Resíduos De Serviços De Saúde,Privada,Tecnólogo,Sul,54,4,2023
Gestão De Riscos Logísticos,Privada,Tecnólogo,Sudeste,35,12,2023
Gestão De Saúde Pública,Privada,Tecnólogo,Centro-Oeste,215,105,2023
Gestão De Saúde Pública,Privada,Tecnólogo,Sudeste,292,141,2023
Gestão De Saúde Pública,Privada,Tecnólogo,Sul,4590,1960,2023
Gestão De Segurança Privada,Privada,Tecnólogo,Centro-Oeste,471,165,2023
Gestão De Segurança Privada,Privada,Tecnólogo,Nordeste,28,13,2023
Gestão De Segurança Privada,Privada,Tecnólogo,Norte,29,0,2023
Gestão De Segurança Privada,Privada,Tecnólogo,Sudeste,6383,2833,2023
Gestão De Segurança Privada,Privada,Tecnólogo,Sul,9822,4497,2023
Gestão De Segurança Pública,Privada,Tecnólogo,Centro-Oeste,52,20,2023
Gestão De Segurança Pública,Privada,Tecnólogo,Sudeste,275,64,2023
Gestão De Seguros,Privada,Tecnólogo,Sudeste,594,108,2023
Gestão De Serviços Judiciais E Notariais,Privada,Tecnólogo,Sudeste,42,4,2023
Gestão De Serviços Judiciários E Notariais,Privada,Tecnólogo,Norte,7,4,2023
Gestão De Serviços Jurídicos,Privada,Tecnólogo,Centro-Oeste,16,12,2023
Gestão De Serviços Jurídicos,Privada,Tecnólogo,Sudeste,273,119,2023
Gestão De Serviços Jurídicos,Privada,Tecnólogo,Sul,1052,0,2023
Gestão De Serviços Jurídicos E Notariais,Privada,Tecnólogo,Centro-Oeste,11,9,2023
Gestão De Serviços Jurídicos E Notariais,Privada,Tecnólogo,Nordeste,499,164,2023
Gestão De Serviços Jurídicos E Notariais,Privada,Tecnólogo,Norte,70,48,2023
Gestão De Serviços Jurídicos E Notariais,Privada,Tecnólogo,Sudeste,8,4,2023
Gestão De Serviços Jurídicos E Notariais,Privada,Tecnólogo,Sul,2245,723,2023
Gestão De Serviços Jurídicos E Notariais,Pública,Tecnólogo,Centro-Oeste,293,14,2023
"Gestão De Serviços Jurídicos, Notariais E De Registro",Privada,Tecnólogo,Sudeste,137,76,2023
"Gestão De Serviços Jurídicos, Notariais E De Registro",Privada,Tecnólogo,Sul,916,420,2023
Gestão De Serviços Previdenciários,Privada,Tecnólogo,Sul,106,18,2023
Gestão De Startups,Privada,Tecnólogo,Sul,33,2,2023
Gestão De Turismo,Privada,Tecnólogo,Centro-Oeste,248,110,2023
Gestão De Turismo,Privada,Tecnólogo,Nordeste,9,5,2023
Gestão De Turismo,Privada,Tecnólogo,Norte,12,0,2023
Gestão De Turismo,Privada,Tecnólogo,Sudeste,1615,658,2023
Gestão De Turismo,Privada,Tecnólogo,Sul,2246,1010,2023
Gestão De Turismo,Pública,Tecnólogo,Nordeste,175,1,2023
Gestão De Turismo,Pública,Tecnólogo,Norte,37,0,2023
"Gestão De Turismo, Eventos E Lazer",Privada,Tecnólogo,Sul,593,280,2023
Gestão De Varejo,Privada,Tecnólogo,Sul,13,5,2023
Gestão De Vendas,Privada,Tecnólogo,Sudeste,50,9,2023
Gestão Desportiva E De Lazer,Privada,Tecnólogo,Centro-Oeste,4,0,2023
Gestão Desportiva E De Lazer,Privada,Tecnólogo,Nordeste,1,0,2023
Gestão Desportiva E De Lazer,Privada,Tecnólogo,Sudeste,342,89,2023
Gestão Desportiva E De Lazer,Privada,Tecnólogo,Sul,83,12,2023
Gestão Do Agronegócio,Privada,Tecnólogo,Centro-Oeste,581,286,2023
Gestão Do Agronegócio,Privada,Tecnólogo,Nordeste,14,11,2023
Gestão Do Agronegócio,Privada,Tecnólogo,Sudeste,1830,857,2023
Gestão Do Agronegócio,Privada,Tecnólogo,Sul,5599,3057,2023
Gestão Do Agronegócio,Pública,Tecnólogo,Centro-Oeste,144,32,2023
Gestão Do Agronegócio,Pública,Tecnólogo,Norte,287,18,2023
Gestão Do Agronegócio,Pública,Tecnólogo,Sudeste,6,0,2023
Gestão Do E-Commerce E Sistemas Logísticos,Privada,Tecnólogo,Sul,164,44,2023
Gestão Do Esporte,Privada,Tecnólogo,Sul,42,4,2023
Gestão Do Setor Automotivo,Privada,Tecnólogo,Sudeste,134,43,2023
Gestão Do Trânsito E Mobilidade Urbana,Privada,Tecnólogo,Sul,472,117,2023
Gestão E Desenvolvimento Do Agronegócio,Privada,Tecnólogo,Sul,48,10,2023
Gestão E Empreendedorismo,Privada,Licenciatura,Centro-Oeste,20,3,2023
Gestão E Empreendedorismo,Privada,Licenciatura,Sudeste,416,146,2023
Gestão E Empreendedorismo,Privada,Licenciatura,Sul,142,34,2023
Gestão E Empreendedorismo,Privada,Tecnólogo,Sul,739,331,2023
Gestão Em Logística,Privada,Tecnólogo,Sul,114,52,2023
Gestão Em Postos De Combustíveis,Privada,Tecnólogo,Sudeste,581,11,2023
Gestão Em Serviços Judiciais,Privada,Tecnólogo,Sul,39,3,2023
Gestão Em Vigilância Em Saúde,Privada,Tecnólogo,Sul,115,26,2023
Gestão Empresarial,Privada,Tecnólogo,Sudeste,1,1,2023
Gestão Estratégica Empresarial,Privada,Tecnólogo,Centro-Oeste,7,3,2023
Gestão Estratégica Empresarial,Privada,Tecnólogo,Sul,652,197,2023
Gestão Financeira,Privada,Tecnólogo,Centro-Oeste,1879,893,2023
Gestão Financeira,Privada,Tecnólogo,Nordeste,2069,788,2023
Gestão Financeira,Privada,Tecnólogo,Norte,119,30,2023
Gestão Financeira,Privada,Tecnólogo,Sudeste,19901,9176,2023
Gestão Financeira,Privada,Tecnólogo,Sul,24066,12176,2023
Gestão Financeira,Pública,Tecnólogo,Nordeste,164,10,2023
Gestão Financeira,Pública,Tecnólogo,Sudeste,38,23,2023
Gestão Financeira,Pública,Tecnólogo,Sul,15,2,2023
Gestão Fiscal E Tributária,Privada,Tecnólogo,Sul,177,0,2023
"Gestão Global Trading: Negócios, Logística E Finanças Globais",Privada,Tecnólogo,Sul,157,42,2023
Gestão Hospitalar,Privada,Tecnólogo,Centro-Oeste,659,342,2023
Gestão Hospitalar,Privada,Tecnólogo,Nordeste,470,165,2023
Gestão Hospitalar,Privada,Tecnólogo,Norte,62,5,2023
Gestão Hospitalar,Privada,Tecnólogo,Sudeste,5560,2878,2023
Gestão Hospitalar,Privada,Tecnólogo,Sul,7101,3924,2023
Gestão Hospitalar,Pública,Tecnólogo,Nordeste,82,15,2023
Gestão Hospitalar,Pública,Tecnólogo,Sul,100,0,2023
Gestão Integrada De Agronegócios,Privada,Bacharelado,Sul,3,3,2023
Gestão Paroquial E De Projetos Sociais,Privada,Tecnólogo,Centro-Oeste,9,3,2023
Gestão Portuária,Privada,Tecnólogo,Centro-Oeste,85,49,2023
Gestão Portuária,Privada,Tecnólogo,Nordeste,2,1,2023
Gestão Portuária,Privada,Tecnólogo,Norte,7,0,2023
Gestão Portuária,Privada,Tecnólogo,Sudeste,115,48,2023
Gestão Portuária,Privada,Tecnólogo,Sul,1091,541,2023
Gestão Pública,Privada,Tecnólogo,Centro-Oeste,2683,1114,2023
Gestão Pública,Privada,Tecnólogo,Nordeste,2183,893,2023
Gestão Pública,Privada,Tecnólogo,Norte,190,99,2023
Gestão Pública,Privada,Tecnólogo,Sudeste,12966,4646,2023
Gestão Pública,Privada,Tecnólogo,Sul,24165,10155,2023
Gestão Pública,Pública,Tecnólogo,Nordeste,167,1,2023
Gestão Pública,Pública,Tecnólogo,Norte,844,109,2023
Gestão Pública,Pública,Tecnólogo,Sudeste,13,0,2023
Gestão Pública,Pública,Tecnólogo,Sul,640,31,2023
Gestão Tributária,Privada,Tecnólogo,Sul,11,7,2023
História,Privada,Bacharelado,Centro-Oeste,24,4,2023
História,Privada,Bacharelado,Nordeste,11,8,2023
História,Privada,Bacharelado,Sudeste,1409,608,2023
História,Privada,Bacharelado,Sul,762,256,2023
História,Privada,Licenciatura,Centro-Oeste,819,361,2023
História,Privada,Licenciatura,Nordeste,523,153,2023
História,Privada,Licenciatura,Norte,4,0,2023
História,Privada,Licenciatura,Sudeste,9168,4458,2023
História,Privada,Licenciatura,Sul,16631,8551,2023
História,Pública,Licenciatura,Centro-Oeste,457,20,2023
História,Pública,Licenciatura,Nordeste,793,180,2023
História,Pública,Licenciatura,Norte,179,0,2023
História,Pública,Licenciatura,Sudeste,266,168,2023
História,Pública,Licenciatura,Sul,308,80,2023
Hotelaria,Privada,Bacharelado,Sudeste,14,2,2023
Hotelaria,Privada,Tecnólogo,Sudeste,328,195,2023
